,SNP_top,SNP_bottom
Cap,1.0447544672278837,1.1213958411243996
Debt,1.0028711237742167,1.082926417449028
Eintensity,0.8216458556127557,0.8583366467555391
Elevel,0.6913823047333045,0.8166828166329595
Escore,0.8820794444602498,0.9554141407708459
Pillarscore,0.8502184317686104,0.9534555904016798
