,APA.OQ,BKR.OQ,COP.N,CTRA.N,CVX.N,DVN.N,EOG.N,EQT.N,HAL.N,HES.N,MRO.N,OKE.N,OXY.N,PXD.N,SLB.N,VLO.N,WMB.N,XOM.N,ALB.N,APD.N,AVY.N,BALL.N,CE.N,CF.N,ECL.N,EMN.N,FCX.N,FMC.N,IFF.N,IP.N,LIN.N,MLM.N,MOS.N,NEM.N,NUE.N,PKG.N,PPG.N,SEE.N,SHW.N,STLD.OQ,VMC.N,ADP.OQ,ALK.N,AME.N,AOS.N,AXON.OQ,BA.N,BR.N,CAT.N,CHRW.OQ,CMI.N,CPRT.OQ,CSX.OQ,CTAS.OQ,DAL.N,DE.N,DOV.N,EFX.N,EMR.N,ETN.N,EXPD.OQ,FAST.OQ,FDX.N,GD.N,GE.N,GWW.N,HON.OQ,HWM.N,IEX.N,ITW.N,J.N,JBHT.OQ,JCI.N,LDOS.N,LHX.N,LMT.N,LUV.N,MAS.N,MMM.N,NDSN.OQ,NOC.N,NSC.N,ODFL.OQ,PAYX.OQ,PCAR.OQ,PH.N,PNR.N,PWR.N,RHI.N,ROK.N,ROL.N,RSG.N,RTX.N,SNA.N,SWK.N,TDG.N,TT.N,TXT.N,UAL.OQ,UNP.N,UPS.N,URI.N,VRSK.OQ,WAB.N,WM.N,AAP.N,AMZN.OQ,AZO.N,BBWI.N,BBY.N,BKNG.OQ,BWA.N,CCL.N,CMG.N,DHI.N,DPZ.N,DRI.N,EBAY.OQ,EXPE.OQ,F.N,GPC.N,GRMN.N,HAS.OQ,HD.N,KMX.N,LEN.N,LKQ.OQ,LOW.N,LVS.N,MAR.OQ,MCD.N,MGM.N,MHK.N,NKE.N,NVR.N,NWL.OQ,ORLY.OQ,PHM.N,POOL.OQ,RCL.N,RL.N,ROST.OQ,SBUX.OQ,TJX.N,TPR.N,TSCO.OQ,ULTA.OQ,VFC.N,WHR.N,WYNN.OQ,YUM.N,ADM.N,BFb.N,BG.N,CAG.N,CHD.N,CL.N,CLX.N,COST.OQ,CPB.N,DG.N,DLTR.OQ,EL.N,GIS.N,HRL.N,HSY.N,K.N,KDP.OQ,KMB.N,KO.N,KR.N,MDLZ.OQ,MKC.N,MNST.OQ,MO.N,PEP.OQ,PG.N,PM.N,SJM.N,STZ.N,SYY.N,TAP.N,TGT.N,TSN.N,WBA.OQ,WMT.N,A.N,ABC.N,ABT.N,ALGN.OQ,AMGN.OQ,BAX.N,BDX.N,BIIB.OQ,BIO.N,BMY.N,BSX.N,CAH.N,CI.N,CNC.N,COO.N,CRL.N,CVS.N,DGX.N,DHR.N,DVA.N,DXCM.OQ,ELV.N,EW.N,GILD.OQ,HOLX.OQ,HSIC.OQ,HUM.N,IDXX.OQ,ILMN.OQ,INCY.OQ,ISRG.OQ,JNJ.N,LH.N,LLY.N,MCK.N,MDT.N,MOH.N,MRK.N,MTD.N,PFE.N,PODD.OQ,REGN.OQ,RMD.N,RVTY.N,STE.N,SYK.N,TECH.OQ,TFX.N,TMO.N,UHS.N,UNH.N,VRTX.OQ,VTRS.OQ,WAT.N,WST.N,XRAY.OQ,ZBH.N,ACGL.OQ,AFL.N,AIG.N,AIZ.N,AJG.N,ALL.N,AMP.N,AON.N,AXP.N,BAC.N,BEN.N,BK.N,BLK.N,BRKb.N,BRO.N,C.N,CB.N,CINF.OQ,CMA.N,CME.OQ,COF.N,DFS.N,EG.N,FDS.N,FI.N,FIS.N,FITB.OQ,GL.N,GPN.N,GS.N,HBAN.OQ,HIG.N,ICE.N,IVZ.N,JKHY.OQ,JPM.N,KEY.N,L.N,LNC.N,MA.N,MCO.N,MET.N,MKTX.OQ,MMC.N,MS.N,MSCI.N,MTB.N,NDAQ.OQ,NTRS.OQ,PFG.OQ,PGR.N,PNC.N,PRU.N,RF.N,RJF.N,SCHW.N,SPGI.N,STT.N,TFC.N,TROW.OQ,TRV.N,USB.N,V.N,WFC.N,WRB.N,WTW.OQ,ZION.OQ,AAPL.OQ,ACN.N,ADBE.OQ,ADI.OQ,ADSK.OQ,AKAM.OQ,AMAT.OQ,AMD.OQ,ANSS.OQ,APH.N,AVGO.OQ,CDNS.OQ,CRM.N,CSCO.OQ,CTSH.OQ,DXC.N,FFIV.OQ,FICO.N,FSLR.OQ,FTNT.OQ,GEN.OQ,GLW.N,HPQ.N,IBM.N,INTC.OQ,INTU.OQ,IT.N,JNPR.N,KLAC.OQ,LRCX.OQ,MCHP.OQ,MPWR.OQ,MSFT.OQ,MSI.N,MU.OQ,NTAP.OQ,NVDA.OQ,ON.OQ,ORCL.N,PTC.OQ,QCOM.OQ,QRVO.OQ,ROP.OQ,SNPS.OQ,STX.OQ,SWKS.OQ,TDY.N,TEL.N,TER.OQ,TRMB.OQ,TXN.OQ,TYL.N,VRSN.OQ,WDC.OQ,ZBRA.OQ,ATVI.OQ,CMCSA.OQ,DIS.N,EA.OQ,GOOGL.OQ,IPG.N,LYV.N,NFLX.OQ,OMC.N,PARA.OQ,T.N,TMUS.OQ,TTWO.OQ,VZ.N,WBD.OQ,AEE.N,AEP.OQ,AES.N,ATO.N,AWK.N,CMS.N,CNP.N,D.N,DTE.N,DUK.N,ED.N,EIX.N,ES.N,ETR.N,EVRG.OQ,EXC.OQ,FE.N,LNT.OQ,NEE.N,NI.N,NRG.N,PCG.N,PEG.N,PNW.N,PPL.N,SO.N,SRE.N,WEC.N,XEL.OQ
0,35382882297.0,14264573405.0,76995144517.0,4474420729.0,156000000000.0,32370682737.0,24299830622.0,5749353184.0,29152698285.0,20233804825.0,22390760319.0,4762454884.0,64671081966.0,5703957707.0,81873165074.0,10469871552.0,12911117335.0,323000000000.0,3438627509.0,17166356766.0,4304413177.0,4841161367.0,4692354891.0,4662129185.0,10795852932.0,4328783136.0,34590214371.0,3922889730.0,3271789996.0,11169286096.0,24530695603.0,3854397287.0,27291921249.0,22557825389.0,14647769963.0,2373879047.0,10194013496.0,3345606652.0,6848047269.0,3825442185.0,6294586434.0,21208567117.0,1265487002.0,4105328214.0,1331799639.0,361224537.4,43634950737.0,3065656801.0,36443035412.0,9645839310.0,10062481204.0,2972803564.0,18915348496.0,3984093703.0,9943826258.0,23454492358.0,8220679814.0,4015401815.0,32694145482.0,10926132737.0,7345877870.0,6559808635.0,26053330043.0,26678971417.0,173000000000.0,7403772995.0,31389635972.0,14777224052.0,2493817213.0,23649802261.0,4981841632.0,4210387181.0,17494593798.0,7443793869.0,6232163698.0,29135085577.0,8494115535.0,5242482000.0,58758300586.0,2053455886.0,17994322016.0,19060390108.0,1055901996.0,11026712353.0,13588142452.0,9206444475.0,3210665557.0,4142665266.0,4207825727.0,6867585920.0,1919644133.0,10736669858.0,65983530727.0,2497800203.0,4397829385.0,2448066668.0,11477840748.0,5648657224.0,2200427361.0,32896035180.0,59496669907.0,545864042.4,5248829295.0,1933755576.0,16443802382.0,3782061262.0,55619566989.0,7726234528.0,6226652711.0,16235922846.0,9266126621.0,4231217407.0,26880170969.0,3395649505.0,3765781014.0,608821822.8,4965892934.0,30259386325.0,6698423573.0,37589552904.0,6116389875.0,6776804880.0,4395972933.0,48135080706.0,5062061269.0,2715087438.0,2798648296.0,33584801381.0,11518239104.0,9975294457.0,67689992388.0,5054519319.0,3178722948.0,31464794833.0,4237283863.0,4161407579.0,5254463927.0,4069127272.0,931881803.3,5582250131.0,8321355345.0,5576048722.0,17088484525.0,15825445394.0,11516572271.0,1884614164.0,1169688864.0,8223796433.0,5969683445.0,8193528907.0,16379179830.0,19659027080.0,7930928463.0,8866953908.0,10310568871.0,4317520801.0,40255733877.0,8540539084.0,25724569258.0,11378990238.0,8111018474.0,4339227826.0,9986277031.0,23457330865.0,5148571724.0,8074279750.0,20447436000.0,7179509655.0,25736911218.0,129000000000.0,13627189741.0,42206077592.0,4887253509.0,3556996609.0,41599068826.0,95388335152.0,177000000000.0,92145960753.0,7325227301.0,3603202913.0,16532746328.0,7137845687.0,37887263710.0,5080841206.0,36174031429.0,205000000000.0,10540197807.0,7635741490.0,84804411606.0,1295313464.0,57602678726.0,35791270356.0,18120068819.0,15521893246.0,2698783804.0,42629302073.0,13770351730.0,11690090239.0,9986206886.0,960418181.1,1692533305.0,2378994882.0,46976278637.0,10925876547.0,24189322874.0,6230836737.0,445740858.8,29509495836.0,5152285221.0,41001058968.0,3954228969.0,4949645600.0,8222394536.0,3339595510.0,4497867806.0,1211795286.0,12152664165.0,177000000000.0,7885294105.0,41173101263.0,16588196235.0,49451165576.0,593997157.9,118000000000.0,3408003190.0,153000000000.0,527499599.0,2042269314.0,3920562846.0,2444240797.0,1606560555.0,21665737259.0,2493269742.0,2318639135.0,19521737363.0,3048207981.0,38293952709.0,7858683249.0,5515834820.0,5717807376.0,1251463907.0,5352613134.0,13052363010.0,4233866831.0,23402595995.0,18392763962.0,3650977202.0,2279553376.0,16521847261.0,10463871243.0,10451384080.0,48456773703.0,138000000000.0,24456389787.0,35307165223.0,44011411025.0,159000000000.0,2528653693.0,97389148713.0,16279813546.0,4337188257.0,5061169585.0,21649229106.0,18030519762.0,7852391038.0,5140207012.0,3108107723.0,7342959287.0,8996531685.0,9119765140.0,3790839195.0,3884058177.0,84597900237.0,3131917813.0,9886455211.0,7658903472.0,9527677566.0,1942632509.0,166000000000.0,5925891560.0,15952449881.0,7936600397.0,33122743754.0,6442260000.0,30568039014.0,487978603.2,11548650630.0,40983338619.0,3303047448.0,8705759203.0,4112797947.0,12566670976.0,7895537974.0,11711702495.0,25681973833.0,24311402105.0,7460840960.0,3129560270.0,22333329784.0,10667817579.0,21846238743.0,19008991483.0,13689483904.0,26876678052.0,46838280364.0,63398703381.0,144000000000.0,3969638078.0,4549498617.0,2345203709.0,188000000000.0,31000714511.0,18640828204.0,8696765442.0,5844064894.0,4489414705.0,18352178576.0,5895108790.0,3791967152.0,7435212637.0,4323538121.0,1646282820.0,8626382842.0,138000000000.0,13726666528.0,8474450140.0,4137897779.0,1060311505.0,10700663843.0,1217723845.0,14909177694.0,30288330433.0,121000000000.0,169000000000.0,114000000000.0,9730267403.0,2003093281.0,13616889958.0,5788761822.0,4752690781.0,5060560215.0,773322535.6,267000000000.0,17242071224.0,8660554855.0,10950946204.0,9672053026.0,3520899075.0,123000000000.0,1940959494.0,79221825584.0,1186833677.0,4859091001.0,3228698061.0,9134711440.0,2516471617.0,1449815690.0,11561695828.0,1838863490.0,2950911542.0,30823982626.0,697184852.7,4626814781.0,9900238639.0,1633005454.0,13591356333.0,46162611053.0,59030833831.0,5656584754.0,184000000000.0,3441204608.0,831581277.9,2891375014.0,11771172440.0,9211950501.0,156000000000.0,2289213802.0,823684499.5,88480062906.0,8405529666.0,6359832802.0,17008672586.0,9010962309.0,2661293911.0,4780074173.0,3579934779.0,5619294049.0,23018918783.0,7132356881.0,21956519939.0,12646780230.0,11296045992.0,4543674672.0,15175413373.0,2379370809.0,31593199848.0,13935791291.0,3529074110.0,20960839757.0,4152918227.0,6289315272.0,16387850713.0,16344499223.0,3734513075.0,11854735671.0,26390550083.0,13034622067.0,5817430624.0,9630174982.0
1,34233535539.0,14617368975.0,72403537061.0,4127263652.0,145000000000.0,30564309053.0,23496426000.0,5751837359.0,27220471078.0,19365096648.0,20731449104.0,4498105154.0,64478704740.0,5384151433.0,75933701142.0,10180824875.0,12546944502.0,309000000000.0,3352984781.0,14973489545.0,3621837752.0,4869803316.0,4430132278.0,4844636831.0,10130999720.0,4263867027.0,31426315484.0,3998729211.0,3282453817.0,10131002369.0,23334447888.0,3591252692.0,25834368413.0,22455013807.0,13143175849.0,2296500308.0,10027987481.0,3146306632.0,7042339353.0,3439550303.0,5560166026.0,20747275284.0,1201775231.0,4058511084.0,1323998483.0,390970521.9,46458288706.0,2895689845.0,34491598919.0,8955209611.0,10864485755.0,2910388507.0,17629806285.0,3762594249.0,9680229736.0,22720599713.0,8181015544.0,4051271565.0,34976034942.0,10878443789.0,7283090743.0,6333589075.0,25191001281.0,26965237308.0,171000000000.0,7358601293.0,29813109913.0,13309687566.0,2434121093.0,22328866319.0,4717109311.0,4087044310.0,16745257808.0,7475466927.0,5943128691.0,28650345729.0,8889089123.0,5002687134.0,56864874647.0,1989447218.0,18200740539.0,18159405490.0,1073033323.0,10709244992.0,12900363511.0,9222016630.0,3103131055.0,3804513009.0,4065442300.0,7339637208.0,2009927649.0,10257937104.0,63124297682.0,2417259118.0,4431153831.0,2388673896.0,10560506448.0,5293006082.0,2477315832.0,32465780280.0,57292775649.0,448283081.1,5042537634.0,1809551166.0,15813459873.0,3893219305.0,52465839028.0,7962566101.0,6699232379.0,15164000792.0,9619465996.0,4287883934.0,27051298018.0,3221442596.0,4079643583.0,681414510.3,5497379919.0,29488827898.0,6258154022.0,37795051942.0,6231656372.0,6572457178.0,4709534499.0,50188999275.0,4635579939.0,2912150885.0,2647871643.0,33215243831.0,10819074393.0,9587642423.0,68991739022.0,4848167152.0,3135213230.0,31088173728.0,4119173921.0,3820188632.0,5357995308.0,4271199492.0,972467355.7,5628559071.0,7868037262.0,5785296426.0,16799666211.0,15929429629.0,11215811371.0,1897415389.0,1060331564.0,8244449685.0,6050702981.0,7771962229.0,15831124868.0,19289231518.0,7711218870.0,8314725492.0,10474162017.0,4514184271.0,39988324160.0,8485624072.0,26257087173.0,11417614479.0,7851633667.0,4433389209.0,11319016282.0,23283022987.0,5375951443.0,8324660757.0,20158539333.0,7168474696.0,24849258803.0,126000000000.0,14058170139.0,42500038391.0,4840096532.0,3499552831.0,41231758049.0,95860623164.0,182000000000.0,90722806714.0,7159654649.0,3433841646.0,16685227820.0,6614241244.0,37689682616.0,5952159687.0,34010278356.0,204000000000.0,10489267117.0,7817997479.0,83960416815.0,1331464444.0,57010050307.0,34364104955.0,18049110914.0,15013824264.0,2598649553.0,41760072247.0,11981972676.0,12040123365.0,9214773986.0,928166905.2,1725729269.0,2421775746.0,46730343853.0,10103837841.0,23572651456.0,6269943158.0,460527511.5,27401447602.0,5069466289.0,42704293587.0,4193153839.0,5067383651.0,8036002799.0,3026191365.0,4433134879.0,1259294079.0,12946057104.0,174000000000.0,7620974211.0,39719141990.0,15998368496.0,47517444536.0,550360447.4,116000000000.0,3273548016.0,145000000000.0,531817493.9,2160401820.0,4151887798.0,2494610524.0,1799768248.0,20867109820.0,2338956716.0,2328411908.0,19664865683.0,2980610271.0,38065192505.0,7700735880.0,5722263836.0,5506344942.0,1228636986.0,4972920143.0,11877641322.0,4151411475.0,22677890647.0,17030213765.0,3589917276.0,2385156979.0,16171410257.0,10003918781.0,10662262355.0,45647024743.0,137000000000.0,22784236006.0,33829329006.0,40399405993.0,182000000000.0,2452293095.0,94542596502.0,16640373037.0,4297846546.0,5290049277.0,19157379409.0,16633797568.0,7252850541.0,4972762327.0,3039590285.0,7169343038.0,8583376480.0,9525975392.0,3749900378.0,3611885609.0,80778164982.0,3413177121.0,9177852572.0,7416610014.0,8282749974.0,1877203125.0,158000000000.0,6132544515.0,15328560276.0,7530242136.0,29699055163.0,6414254526.0,28753816506.0,498995788.8,11881576653.0,38367187664.0,3066005641.0,8820419082.0,3907787144.0,12526226523.0,7255724073.0,11303758493.0,26827118115.0,23325623684.0,7696599950.0,3215026215.0,21528288858.0,10891012743.0,22192540134.0,19091168646.0,12873500497.0,27014502030.0,46095224560.0,62756116122.0,142000000000.0,3960338599.0,4752549204.0,2650865732.0,180000000000.0,29659810590.0,17304127214.0,8408666621.0,5741900155.0,4402834438.0,16616959828.0,5230295036.0,3770517891.0,7043272856.0,4136672900.0,1549033948.0,8408321684.0,137000000000.0,13731784509.0,7999794515.0,4169273922.0,1010263502.0,9704661801.0,1075040367.0,13691636177.0,27845943614.0,116000000000.0,163000000000.0,111000000000.0,9633492114.0,2144376120.0,13603216616.0,5063752693.0,4362903108.0,4948756266.0,728674188.0,249000000000.0,15614368292.0,7527907293.0,10468999071.0,9232659842.0,3358932651.0,120000000000.0,1982799784.0,64721075344.0,1117513376.0,5003668587.0,3149848259.0,9581329432.0,2492688808.0,1350476133.0,11714730182.0,1706426084.0,3048765631.0,29731549196.0,664190644.0,4470551007.0,9275026078.0,1659587061.0,13345121327.0,44346132181.0,59043779102.0,5423779570.0,170000000000.0,3287884398.0,1356110025.0,3395586824.0,11241206557.0,8920858078.0,148000000000.0,2143205676.0,792502453.4,82215185589.0,8037445280.0,5959591412.0,16106407795.0,8051907734.0,2541309902.0,4600921530.0,3470231978.0,5508376678.0,22564072744.0,7113179485.0,21411043559.0,12119876837.0,10779378011.0,4506365582.0,14660268605.0,2358064160.0,29272191450.0,12341341672.0,3477626985.0,19430149573.0,4129913862.0,5797436501.0,15511970406.0,15320254359.0,3672566015.0,11033740930.0,25417661512.0,12186034166.0,5694913801.0,9430220844.0
2,34960615675.0,15156503523.0,77302209684.0,4111724373.0,149000000000.0,30138991130.0,23920250872.0,6079810678.0,27942899960.0,20031181206.0,22023936878.0,4912261513.0,66786754888.0,5982381821.0,75998680869.0,11203472328.0,13292897970.0,314000000000.0,3813709693.0,15653707265.0,3782839944.0,4997788040.0,4704293594.0,4742980299.0,10191473497.0,4503015158.0,34546488171.0,4366740123.0,3569126815.0,11077336488.0,24575854263.0,3789894509.0,26972256774.0,24486696634.0,14126103245.0,2539276478.0,10706123243.0,3368522709.0,7204076594.0,3799708884.0,5928660893.0,22112967708.0,1414387683.0,4290785755.0,1501987980.0,414174250.7,52776971364.0,2935458475.0,37631506493.0,9336957328.0,12176748874.0,2994037169.0,19629395829.0,4129994605.0,10449947480.0,25192917766.0,8706467056.0,4353293424.0,36661753533.0,12294732025.0,7888273668.0,6877899116.0,27855284241.0,28844874937.0,185000000000.0,7815852049.0,32889922805.0,14211574992.0,2630683343.0,23469145415.0,5387981366.0,4540190445.0,17714427123.0,7533326063.0,6068025814.0,31011742987.0,9590585065.0,5383024423.0,58231624884.0,2332847174.0,19498057812.0,21037228515.0,1222791443.0,11396940888.0,14981004830.0,10315458961.0,3416414240.0,4038572877.0,4539426562.0,7947572474.0,2201691358.0,11039929383.0,67494575747.0,2495117472.0,4723266684.0,2578101400.0,11081591686.0,5942436934.0,3195787371.0,36286393534.0,61623380511.0,503270120.9,5059376632.0,2007500240.0,16448317293.0,3875717217.0,58207098806.0,8361590251.0,7817919670.0,16739455304.0,11088544232.0,4406895158.0,30004771080.0,3564912095.0,4076515134.0,809312103.0,6014375645.0,33992161801.0,6569560129.0,44665618129.0,6562705903.0,7255759057.0,5186175215.0,54668722093.0,5283692791.0,3040274094.0,2881196860.0,35827046557.0,12964157511.0,10407265126.0,70750667592.0,5195092840.0,3690842549.0,34681937239.0,4525758938.0,4187797391.0,5639037911.0,4329957443.0,1098193902.0,6673492569.0,8189727470.0,6466900900.0,18072054000.0,17390366645.0,12032115144.0,2110556653.0,1268534650.0,8804565164.0,6566951692.0,8876560787.0,17317348589.0,18848872818.0,8427372326.0,8950538888.0,11242719985.0,4780643530.0,41571994445.0,8891365223.0,26659059166.0,11820736165.0,8501764093.0,5033856022.0,12441062142.0,23936925421.0,5571429678.0,9234915537.0,20185250142.0,8773924349.0,25504699878.0,125000000000.0,14291568506.0,48936426288.0,5079240394.0,3726226682.0,42613585824.0,107000000000.0,185000000000.0,96008551398.0,7130934745.0,3544999057.0,17177720979.0,6946708114.0,39506995353.0,6743480053.0,34523665254.0,209000000000.0,11658798074.0,8030237092.0,83935359950.0,1451029165.0,56818784488.0,35210640208.0,18590519103.0,15728068753.0,2779132099.0,44417793886.0,11185590831.0,12848155226.0,9733724154.0,1062431756.0,1797166007.0,2559360794.0,49071310718.0,10220947497.0,25035274555.0,6509586783.0,521774658.3,27586276293.0,5549788196.0,42480156762.0,4730919646.0,5211770533.0,8175816342.0,3270530347.0,4760309155.0,1556715890.0,13751494021.0,178000000000.0,7771820712.0,41074538920.0,16879781227.0,49516950617.0,622577026.7,117000000000.0,3609272157.0,140000000000.0,580248586.4,2073463279.0,4604123196.0,2791345049.0,1948540142.0,22168394298.0,2444057086.0,2512819840.0,20522719947.0,3308436846.0,38395962063.0,8466119080.0,6782418305.0,6067074672.0,1371467292.0,5043802221.0,11843938330.0,3974785666.0,24730345591.0,21491961618.0,3806276174.0,2560690268.0,17004987649.0,11112400656.0,11212192731.0,48272341909.0,172000000000.0,24891637679.0,36380421219.0,41582277624.0,203000000000.0,2505995327.0,111000000000.0,17347938805.0,4658963044.0,6290363384.0,20668785392.0,18198606456.0,8057788163.0,4919823310.0,3352484811.0,7665504657.0,8769746174.0,10423021658.0,4271927754.0,3673366580.0,90090077334.0,3785429773.0,11159508524.0,8084245031.0,9009205491.0,2027386399.0,173000000000.0,6626169860.0,15765549055.0,8525757467.0,31946579723.0,6847775348.0,33845119257.0,538843545.2,12938746549.0,41128384125.0,3618810013.0,9546534000.0,4312730243.0,13243349259.0,8500496649.0,11984620933.0,29871126916.0,26402254594.0,8733590276.0,3402063642.0,22213224264.0,11144277231.0,22580540761.0,21142613733.0,13979642946.0,27167690859.0,49005698536.0,66553713127.0,155000000000.0,3973732847.0,5284001900.0,3205578258.0,203000000000.0,30431988386.0,18544554337.0,8763885925.0,6689313213.0,5276359771.0,17046829358.0,6030617229.0,4019886054.0,7497228191.0,4667593466.0,1738481314.0,9499683130.0,149000000000.0,15186101499.0,8275985505.0,4949365631.0,1171816162.0,9593522336.0,1148811325.0,13756015378.0,29168209817.0,123000000000.0,166000000000.0,120000000000.0,10742609594.0,2263035453.0,15679292606.0,5162383726.0,4517977462.0,5151381457.0,757658050.0,257000000000.0,16413082781.0,8532875383.0,11213342275.0,9767150429.0,3451281491.0,127000000000.0,2109094437.0,66691096293.0,1317901997.0,5347687123.0,3359984832.0,9551482732.0,2776268071.0,1488368540.0,12362909266.0,1918475975.0,3356885443.0,30521305282.0,665965151.2,4826903675.0,9017822616.0,1709123259.0,14429930572.0,49614944414.0,65331313739.0,5862696193.0,179000000000.0,4109802197.0,2359732092.0,3772513898.0,12094784125.0,9647325191.0,152000000000.0,2381044656.0,848150806.6,85165708051.0,8651196295.0,6094136954.0,16384479710.0,7593794541.0,2664667390.0,3712852167.0,3586775889.0,5579210175.0,23877032255.0,7456465721.0,21559849025.0,12386708604.0,11072481350.0,4727516012.0,15076487025.0,2440978969.0,29364880999.0,12034371720.0,3665001476.0,19691875934.0,4315894504.0,5751967202.0,15905454192.0,15393389218.0,3818874742.0,10784090338.0,26317480351.0,12366862001.0,5848289890.0,9723702591.0
